ad_name,campaign_name,cost,purchases,conv_value
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,3.23,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,3.22,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,3.21,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,3.18,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V2 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,3.18,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,3.17,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,3.17,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,3.15,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,3.13,2,55.15
10/07/26 - Image - Young Dynamic - SUN - #D - Sandstorm - Split Screen - Sans prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,3.12,1,60
10/07/26 - Image - Young Presbyte - READING - PERMANENT - #E - Tortoise - Split Screen - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,3.12,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,3.11,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,3.09,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,3.09,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,3.08,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,3.07,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,3.07,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Sandstorm - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,3.02,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,3.02,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,2.99,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,2.99,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2.99,1,84.23
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2.98,,
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,2.97,,
20/05/26 - Video Brand - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Vidéo Campagne - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,2.96,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2.96,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,2.92,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2.91,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,2.89,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,2.89,,
10/07/26 - Image - Young Presbyte - READING - PERMANENT - #E - Tortoise - Split Screen - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,2.88,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2.88,,
17/02/26 - Image - Young Presbyte - READING - PERMANENT - #C - Black - SEER - Avis Client - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2.87,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,2.86,,
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,2.85,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2.84,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Porté Femme - Sans Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,2.84,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2.83,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2.81,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,2.79,1,100.84
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2.79,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,2.79,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,2.74,1,34.87
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Porté Femme - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,2.73,,
22/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - #LUZ - Blue Riviera - UGC Coline Le Super Cent - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,2.7,,
14/04/26 - Image - All targets - SUN - PERMANENT - #D - Sandstorm - Sun Polarises USP - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,2.69,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,2.69,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,2.68,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2.67,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2.67,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2.67,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2.67,1,55.31
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2.64,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2.63,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Porté Femme - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,2.63,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2.61,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,2.61,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V2 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,2.58,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2.56,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(NEW)-PERF-RTG-WARM-ROW,2.55,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2.54,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,2.54,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,2.53,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Porté Femme - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,2.52,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2.51,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,2.5,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,2.5,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2.49,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,2.49,1,60
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,2.45,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2.43,,
28/04/26 - Image - Young Dynamic - SPORT - RUNNING - #JOURNEY - Hazel - KV SS26 - Porté Homme - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,2.42,,
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V2 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,2.4,,
30/06/26 - Image - Young Presbyte - READING - PERMANENT - #E - Light Tortoise - Reading USP - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2.39,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,2.38,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,2.37,1,43.8
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,2.35,,
10/07/26 - Image - Young Presbyte - READING - PERMANENT - #E - Tortoise - Split Screen - Sans Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2.35,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,2.34,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,2.34,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-ACQ-COLD,2.33,,
28/04/26 - Image - Young Dynamic - SPORT - RUNNING - #JOURNEY - Hazel - KV SS26 - Porté Homme - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,2.31,1,46.99
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2.29,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V2 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,2.29,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,2.28,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,2.27,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,2.27,,
10/07/26 - Image - Young Dynamic - SUN - #D - Sandstorm - Split Screen - Sans prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,2.26,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,2.26,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,2.22,,
30/06/26 - Image - Young Presbyte - READING - PERMANENT - #D - Cherry Red - Lacanau Shooting Reading - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,2.22,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,2.21,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,2.2,1,23.87
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2.19,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,2.18,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,2.18,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2.14,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,2.14,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,2.13,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2.13,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,2.13,,
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,2.12,1,60
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,2.11,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,2.11,1,52.26
14/01/26 - Video Social Friendly - Young Dynamic - SLEEPING - PERMANENT - #D - Multi Variantes - Unboxing Musique - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,2.11,1,40.92
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,2.1,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,2.1,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,2.08,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,2.07,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,2.06,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Porté Femme - Sans Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,2.06,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,2.04,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,2.04,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,2.03,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,2.02,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,2.01,,
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,2,1,50.5
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V2 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,2,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,2,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1.99,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Porté Homme - Sans Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,1.98,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,1.97,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,1.97,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1.96,,
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1.95,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,1.95,1,64.24
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,1.93,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,1.91,,
10/07/26 - Image - Young Dynamic - SUN - #D - Sandstorm - Split Screen - Sans prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,1.91,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,1.9,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Porté Femme - Sans Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,1.88,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #HORIZON - SAND - UGC Ismaelle Le Super Cent - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,1.88,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V2 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,1.87,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,1.83,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,1.82,,
